run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
ERR209411	SAMEA2042557	ERX184076	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209411/ERR209411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209411/ERR209411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209411/MH0127_20091023.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209411/MH0127_20091023.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209411	Stool sample from danish	
ERR209412	SAMEA2042557	ERX184077	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209412/ERR209412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209412/ERR209412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209412/MH0127_20100124L7.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209412/MH0127_20100124L7.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209412	Stool sample from danish	
ERR209413	SAMEA2042557	ERX184078	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209413/ERR209413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209413/ERR209413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209413/MH0127_20100125L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209413/MH0127_20100125L4.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209413	Stool sample from danish	
ERR209416	SAMEA2042558	ERX184081	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209416/ERR209416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209416/ERR209416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209416/MH0128_20100124L8.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209416/MH0128_20100124L8.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209416	Stool sample from danish	
ERR209418	SAMEA2042558	ERX184083	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209418/ERR209418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209418/ERR209418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209418/MH0128_20100128L8.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209418/MH0128_20100128L8.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209418	Stool sample from danish	
ERR209422	SAMEA2042559	ERX184087	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209422/ERR209422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209422/ERR209422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209422/MH0129_20100125L5.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209422/MH0129_20100125L5.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209422	Stool sample from danish	
ERR209423	SAMEA2042560	ERX184088	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209423/ERR209423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209423/ERR209423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209423/MH0130_20091028.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209423/MH0130_20091028.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209423	Stool sample from danish	
ERR209429	SAMEA2042561	ERX184094	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209429/ERR209429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209429/ERR209429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209429/MH0132_20100125L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209429/MH0132_20100125L4.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209429	Stool sample from danish	
ERR209431	SAMEA2042562	ERX184096	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209431/ERR209431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209431/ERR209431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209431/MH0133_20091028.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209431/MH0133_20091028.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209431	Stool sample from danish	
ERR209438	SAMEA2042563	ERX184103	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209438/ERR209438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209438/ERR209438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209438/MH0134_20100125L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209438/MH0134_20100125L3.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209438	Stool sample from danish	
ERR209443	SAMEA2042566	ERX184108	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209443/ERR209443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209443/ERR209443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209443/MH0136_20091028.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209443/MH0136_20091028.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209443	Stool sample from danish	
ERR209444	SAMEA2042566	ERX184109	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209444/ERR209444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209444/ERR209444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209444/MH0136_20100128L6.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209444/MH0136_20100128L6.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209444	Stool sample from danish	
ERR209446	SAMEA2042566	ERX184111	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209446/ERR209446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209446/ERR209446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209446/MH0136_20100129L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209446/MH0136_20100129L3.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209446	Stool sample from danish	
ERR209451	SAMEA2042568	ERX184116	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209451/ERR209451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209451/ERR209451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209451/MH0138_20091103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209451/MH0138_20091103.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209451	Stool sample from danish	
ERR209456	SAMEA2042605	ERX184121	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209456/ERR209456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209456/ERR209456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209456/MH0143_20091115.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209456/MH0143_20091115.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209456	Stool sample from danish	
ERR209460	SAMEA2042608	ERX184125	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209460/ERR209460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209460/ERR209460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209460/MH0146_20091116.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209460/MH0146_20091116.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209460	Stool sample from danish	
ERR209461	SAMEA2042609	ERX184126	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209461/ERR209461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209461/ERR209461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209461/MH0147_20091116.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209461/MH0147_20091116.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209461	Stool sample from danish	
ERR209465	SAMEA2042611	ERX184130	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209465/ERR209465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209465/ERR209465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209465/MH0148_20091116.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209465/MH0148_20091116.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209465	Stool sample from danish	
ERR209471	SAMEA2042613	ERX184136	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209471/ERR209471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209471/ERR209471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209471/MH0152_20091105.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209471/MH0152_20091105.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209471	Stool sample from danish	
ERR209472	SAMEA2042614	ERX184137	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209472/ERR209472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209472/ERR209472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209472/MH0153_20091105.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209472/MH0153_20091105.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209472	Stool sample from danish	
ERR209477	SAMEA1965767	ERX184142	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209477/ERR209477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209477/ERR209477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209477/MH0158_20091111.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209477/MH0158_20091111.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209477	Stool sample from danish	
ERR209482	SAMEA2042647	ERX184147	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209482/ERR209482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209482/ERR209482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209482/MH0163_20100124L5.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209482/MH0163_20100124L5.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209482	Stool sample from danish	
ERR209483	SAMEA2042648	ERX184148	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209483/ERR209483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209483/ERR209483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209483/MH0164_20091103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209483/MH0164_20091103.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209483	Stool sample from danish	
ERR209485	SAMEA2042649	ERX184150	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209485/ERR209485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209485/ERR209485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209485/MH0165_20100124L6.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209485/MH0165_20100124L6.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209485	Stool sample from danish	
ERR209487	SAMEA2042649	ERX184152	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209487/ERR209487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209487/ERR209487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209487/MH0165_20100125L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209487/MH0165_20100125L3.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209487	Stool sample from danish	
ERR209490	SAMEA2042650	ERX184155	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209490/ERR209490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209490/ERR209490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209490/MH0166_20100124L5.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209490/MH0166_20100124L5.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209490	Stool sample from danish	
ERR209491	SAMEA2042650	ERX184156	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209491/ERR209491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209491/ERR209491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209491/MH0166_20100305L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209491/MH0166_20100305L3.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209491	Stool sample from danish	
ERR209496	SAMEA2042653	ERX184161	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209496/ERR209496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209496/ERR209496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209496/MH0168_20091031.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209496/MH0168_20091031.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209496	Stool sample from danish	
ERR209497	SAMEA2042653	ERX184162	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209497/ERR209497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209497/ERR209497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209497/MH0168_20100124L6.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209497/MH0168_20100124L6.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209497	Stool sample from danish	
ERR209498	SAMEA2042653	ERX184163	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209498/ERR209498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209498/ERR209498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209498/MH0168_20100125L2.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209498/MH0168_20100125L2.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209498	Stool sample from danish	
ERR209503	SAMEA2042655	ERX184168	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209503/ERR209503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209503/ERR209503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209503/MH0170_20100124L6.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209503/MH0170_20100124L6.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209503	Stool sample from danish	
ERR209509	SAMEA2042729	ERX184174	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209509/ERR209509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209509/ERR209509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209509/MH0175_20091110.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209509/MH0175_20091110.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209509	Stool sample from danish	
ERR209510	SAMEA2042730	ERX184175	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209510/ERR209510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209510/ERR209510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209510/MH0177_20091031.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209510/MH0177_20091031.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209510	Stool sample from danish	
ERR209512	SAMEA2042730	ERX184177	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209512/ERR209512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209512/ERR209512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209512/MH0177_20100125L2.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209512/MH0177_20100125L2.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209512	Stool sample from danish	
ERR209514	SAMEA2042731	ERX184179	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209514/ERR209514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209514/ERR209514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209514/MH0178_20091110.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209514/MH0178_20091110.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209514	Stool sample from danish	
ERR209520	SAMEA2042737	ERX184185	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209520/ERR209520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209520/ERR209520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209520/MH0183_20100124L6.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209520/MH0183_20100124L6.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209520	Stool sample from danish	
ERR209522	SAMEA2042737	ERX184187	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209522/ERR209522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209522/ERR209522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209522/MH0183_20100125L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209522/MH0183_20100125L3.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209522	Stool sample from danish	
ERR209523	SAMEA2042738	ERX184188	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209523/ERR209523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209523/ERR209523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209523/MH0184_20091116.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209523/MH0184_20091116.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209523	Stool sample from danish	
ERR209526	SAMEA2042738	ERX184191	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209526/ERR209526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209526/ERR209526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209526/MH0184_20100129L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209526/MH0184_20100129L3.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209526	Stool sample from danish	
ERR209532	SAMEA2042743	ERX184197	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209532/ERR209532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209532/ERR209532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209532/O2.UC11-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209532/O2.UC11-0_090127.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209532	Stool sample from spanish	
ERR209547	SAMEA2042835	ERX184212	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209547/ERR209547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209547/ERR209547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209547/O2.UC17-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209547/O2.UC17-0_090114.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209547	Stool sample from spanish	
ERR209555	SAMEA2042837	ERX184220	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209555/ERR209555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209555/ERR209555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209555/O2.UC19-0_090129.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209555/O2.UC19-0_090129.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209555	Stool sample from spanish	
ERR209557	SAMEA1972440	ERX184222	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209557/ERR209557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209557/ERR209557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209557/O2.UC19-2_100423.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209557/O2.UC19-2_100423.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209557	Stool sample from spanish	
ERR209563	SAMEA2042911	ERX184228	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209563/ERR209563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209563/ERR209563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209563/O2.UC20-2_20091130.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209563/O2.UC20-2_20091130.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209563	Stool sample from spanish	
ERR209567	SAMEA2042914	ERX184232	PRJEB1220	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209567/ERR209567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209567/ERR209567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209567/O2.UC22-0_090117.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209567/O2.UC22-0_090117.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209567	Stool sample from spanish	
